bill/BillInvoiceId,lineItem/UsageAccountId,lineItem/Region,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UsageAmount,lineItem/UsageUnit,lineItem/UnblendedCost,resourceId,tags/Product,tags/Environment
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-18T19:00:00,2025-10-18T20:00:00,ElasticLoadBalancing,LCUs,HealthCheck,615.85,LCU-Hrs,4.8829,lb-PlatformC-prod-0017,Search,prod
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-05T11:00:00,2025-10-05T12:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,45.23,Hrs,1.8,network-PlatformD-staging-0018,InternalTools,staging
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-17T16:00:00,2025-10-17T17:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,136.47,LCU-Hrs,1.1482,lb-PlatformD-staging-0019,InternalTools,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-07T10:00:00,2025-10-07T11:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,551.35,Hrs,13.0946,lb-PlatformA-prod-0020,Checkout,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-04T08:00:00,2025-10-04T09:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,863.33,GB-Mo,71.5703,disk-PlatformE-prod-0021,MarketingSite,prod
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-20T01:00:00,2025-10-20T02:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,2186.77,GB-Mo,241.634,disk-PlatformD-prod-0022,InternalTools,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-23T07:00:00,2025-10-23T08:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,3645.41,GB-Mo,353.631,disk-PlatformC-prod-0023,Search,prod
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-21T17:00:00,2025-10-21T18:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,1260.94,GB-Mo,105.2456,disk-PlatformE-staging-0024,MarketingSite,staging
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-11T05:00:00,2025-10-11T06:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,215.59,Hrs,45.7845,db-PlatformB-prod-0025,DataPlatform,prod
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-07T21:00:00,2025-10-07T22:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,1890.5,GB-Mo,216.4944,disk-PlatformD-dev-0026,InternalTools,dev
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-22T21:00:00,2025-10-22T22:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,730.44,Hrs,172.0459,db-PlatformD-dev-0027,InternalTools,dev
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-11T09:00:00,2025-10-11T10:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,4432.5,GB,357.3257,network-PlatformE-staging-0028,MarketingSite,staging
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-07T11:00:00,2025-10-07T12:00:00,ElasticLoadBalancing,LCUs,HealthCheck,712.11,LCU-Hrs,5.8458,lb-PlatformA-prod-0029,Checkout,prod
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-31T00:00:00,2025-10-31T01:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1079.44,GB,85.4628,network-PlatformC-prod-0030,Search,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-19T02:00:00,2025-10-19T03:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,4637.54,GB,493.3702,network-PlatformB-dev-0031,DataPlatform,dev
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-12T19:00:00,2025-10-12T20:00:00,AmazonS3,Requests-Tier1,GetObject,132694,Requests,55.336,bucket-PlatformE-prod-0032,MarketingSite,prod
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-27T21:00:00,2025-10-27T22:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,2895.27,GB-Mo,62.5211,bucket-PlatformE-dev-0033,MarketingSite,dev
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-26T20:00:00,2025-10-26T21:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,690.94,Hrs,18.4884,lb-PlatformA-staging-0034,Checkout,staging
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-18T16:00:00,2025-10-18T17:00:00,AmazonS3,Requests-Tier1,PutObject,1502047,Requests,720.2524,bucket-PlatformC-prod-0035,Search,prod
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-13T21:00:00,2025-10-13T22:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,214.38,Hrs,9.3883,vm-PlatformD-prod-0036,InternalTools,prod
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-20T02:00:00,2025-10-20T03:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,275.86,Hrs,50.0998,db-PlatformC-dev-0037,Search,dev
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-08T02:00:00,2025-10-08T03:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,175.44,Hrs,34.6108,db-PlatformD-staging-0038,InternalTools,staging
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-28T05:00:00,2025-10-28T06:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,3397.29,GB-Mo,378.6004,disk-PlatformD-dev-0039,InternalTools,dev
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-26T22:00:00,2025-10-26T23:00:00,AmazonS3,Requests-Tier1,GetObject,1487046,Requests,580.4251,bucket-PlatformA-prod-0040,Checkout,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-12T23:00:00,2025-10-13T00:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,888.56,GB-Mo,101.0484,disk-PlatformE-staging-0041,MarketingSite,staging
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-09T07:00:00,2025-10-09T08:00:00,AmazonS3,Requests-Tier1,GetObject,1177379,Requests,465.5736,bucket-PlatformB-staging-0042,DataPlatform,staging
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-11T05:00:00,2025-10-11T06:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,4950.53,GB,423.2107,network-PlatformD-staging-0043,InternalTools,staging
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-12T06:00:00,2025-10-12T07:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,275.37,LCU-Hrs,2.3333,lb-PlatformB-dev-0044,DataPlatform,dev
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-23T18:00:00,2025-10-23T19:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,2023.96,GB-Mo,229.1153,disk-PlatformD-prod-0045,InternalTools,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-16T19:00:00,2025-10-16T20:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,4314.86,GB,448.1219,network-PlatformB-prod-0046,DataPlatform,prod
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-20T13:00:00,2025-10-20T14:00:00,AmazonS3,Requests-Tier1,GetObject,1309872,Requests,551.9887,bucket-PlatformC-dev-0047,Search,dev
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-28T19:00:00,2025-10-28T20:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,648.76,GB-Mo,60.8243,disk-PlatformD-prod-0048,InternalTools,prod
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-23T23:00:00,2025-10-24T00:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,739.87,Hrs,18.8803,lb-PlatformB-dev-0049,DataPlatform,dev
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-24T03:00:00,2025-10-24T04:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,335.59,LCU-Hrs,2.8595,lb-PlatformE-dev-0050,MarketingSite,dev
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-16T14:00:00,2025-10-16T15:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,2581.75,GB-Mo,242.2713,disk-PlatformD-prod-0051,InternalTools,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-25T18:00:00,2025-10-25T19:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,660.74,Hrs,28.668,vm-PlatformC-prod-0052,Search,prod
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-03T01:00:00,2025-10-03T02:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,741.56,Hrs,40.0261,network-PlatformE-prod-0053,MarketingSite,prod
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-22T13:00:00,2025-10-22T14:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,701.49,Hrs,165.6466,db-PlatformE-dev-0054,MarketingSite,dev
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-06T19:00:00,2025-10-06T20:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,834.58,GB-Mo,69.3358,disk-PlatformD-staging-0055,InternalTools,staging
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-25T20:00:00,2025-10-25T21:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,474.59,Hrs,12.876,lb-PlatformB-prod-0056,DataPlatform,prod
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-23T08:00:00,2025-10-23T09:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,1082.45,GB-Mo,105.3848,disk-PlatformC-prod-0057,Search,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-07T06:00:00,2025-10-07T07:00:00,AmazonS3,Requests-Tier1,GetObject,510834,Requests,207.5061,bucket-PlatformA-prod-0058,Checkout,prod
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-12T16:00:00,2025-10-12T17:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,1528.39,GB-Mo,181.6436,disk-PlatformB-staging-0059,DataPlatform,staging
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-15T00:00:00,2025-10-15T01:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,332.48,Hrs,15.6229,vm-PlatformD-prod-0060,InternalTools,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-27T23:00:00,2025-10-28T00:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,4421.39,GB-Mo,519.9712,disk-PlatformC-dev-0061,Search,dev
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-22T12:00:00,2025-10-22T13:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1357.47,GB,117.2553,network-PlatformE-prod-0062,MarketingSite,prod
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-08T06:00:00,2025-10-08T07:00:00,AmazonEC2,BoxUsage:t3.medium,RunInstances,17.09,Hrs,0.5804,vm-PlatformB-prod-0063,DataPlatform,prod
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-17T09:00:00,2025-10-17T10:00:00,AmazonS3,Requests-Tier1,GetObject,1482678,Requests,569.2992,bucket-PlatformD-staging-0064,InternalTools,staging
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-04T23:00:00,2025-10-05T00:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,462.07,Hrs,103.746,db-PlatformD-dev-0065,InternalTools,dev
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-11T20:00:00,2025-10-11T21:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,378.17,Hrs,15.0034,network-PlatformA-dev-0066,Checkout,dev
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-02T08:00:00,2025-10-02T09:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,168.1,Hrs,6.093,vm-PlatformE-staging-0067,MarketingSite,staging
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-02T10:00:00,2025-10-02T11:00:00,AmazonS3,Requests-Tier1,PutObject,457338,Requests,157.9079,bucket-PlatformB-dev-0068,DataPlatform,dev
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-21T10:00:00,2025-10-21T11:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,950.44,GB,97.5022,network-PlatformB-prod-0069,DataPlatform,prod
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-08T20:00:00,2025-10-08T21:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,3803.3,GB-Mo,445.9762,disk-PlatformD-dev-0070,InternalTools,dev
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-10T14:00:00,2025-10-10T15:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,179.03,Hrs,3.6015,lb-PlatformC-staging-0071,Search,staging
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-14T21:00:00,2025-10-14T22:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,507.15,Hrs,22.1442,vm-PlatformE-staging-0072,MarketingSite,staging
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-09T12:00:00,2025-10-09T13:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,133.48,Hrs,5.6901,network-PlatformD-staging-0073,InternalTools,staging
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-04T16:00:00,2025-10-04T17:00:00,AmazonS3,Requests-Tier1,PutObject,1887990,Requests,680.7074,bucket-PlatformD-dev-0074,InternalTools,dev
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-26T22:00:00,2025-10-26T23:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,163.64,GB-Mo,19.3241,disk-PlatformE-staging-0075,MarketingSite,staging
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-19T07:00:00,2025-10-19T08:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,341.41,Hrs,76.8334,db-PlatformC-staging-0076,Search,staging
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-19T02:00:00,2025-10-19T03:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,859.77,GB-Mo,74.2899,disk-PlatformC-dev-0077,Search,dev
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-28T16:00:00,2025-10-28T17:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,632.36,Hrs,137.6123,db-PlatformD-prod-0078,InternalTools,prod
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-24T11:00:00,2025-10-24T12:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,4266.35,GB-Mo,98.1891,bucket-PlatformE-staging-0079,MarketingSite,staging
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-02T07:00:00,2025-10-02T08:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,2743.16,GB-Mo,44.0858,bucket-PlatformB-staging-0080,DataPlatform,staging
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-02T22:00:00,2025-10-02T23:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,277.69,GB-Mo,27.2386,disk-PlatformD-dev-0081,InternalTools,dev
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-02T17:00:00,2025-10-02T18:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,639.86,Hrs,28.7477,vm-PlatformC-prod-0082,Search,prod
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-12T00:00:00,2025-10-12T01:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,2708.9,GB,202.1689,network-PlatformE-dev-0083,MarketingSite,dev
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-11T20:00:00,2025-10-11T21:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,1992.32,GB-Mo,41.241,bucket-PlatformD-dev-0084,InternalTools,dev
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-08T09:00:00,2025-10-08T10:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,2154.71,GB-Mo,215.6064,disk-PlatformC-prod-0085,Search,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-29T15:00:00,2025-10-29T16:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,248.58,GB-Mo,29.1437,disk-PlatformC-staging-0086,Search,staging
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-28T22:00:00,2025-10-28T23:00:00,AmazonEC2,BoxUsage:t3.medium,RunInstances,70.4,Hrs,3.1039,vm-PlatformA-prod-0087,Checkout,prod
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-14T10:00:00,2025-10-14T11:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,396.92,Hrs,68.1656,db-PlatformD-prod-0088,InternalTools,prod
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-21T03:00:00,2025-10-21T04:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,50.15,Hrs,10.9529,db-PlatformA-prod-0089,Checkout,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-13T21:00:00,2025-10-13T22:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,423.64,Hrs,90.1335,db-PlatformE-dev-0090,MarketingSite,dev
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-22T09:00:00,2025-10-22T10:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,72.12,Hrs,3.3636,vm-PlatformE-dev-0091,MarketingSite,dev
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-07T05:00:00,2025-10-07T06:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,594.17,Hrs,137.6086,db-PlatformA-staging-0092,Checkout,staging
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-01T10:00:00,2025-10-01T11:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1725.98,GB,141.0134,network-PlatformE-staging-0093,MarketingSite,staging
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-18T06:00:00,2025-10-18T07:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,132.9,Hrs,4.2581,vm-PlatformD-staging-0094,InternalTools,staging
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-28T09:00:00,2025-10-28T10:00:00,AmazonS3,Requests-Tier1,PutObject,1653502,Requests,776.522,bucket-PlatformD-dev-0095,InternalTools,dev
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-04T22:00:00,2025-10-04T23:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,4322.8,GB-Mo,400.2317,disk-PlatformB-prod-0096,DataPlatform,prod
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-04T10:00:00,2025-10-04T11:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,3094.31,GB-Mo,257.1794,disk-PlatformB-staging-0097,DataPlatform,staging
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-14T01:00:00,2025-10-14T02:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,3013.87,GB-Mo,300.1895,disk-PlatformE-staging-0098,MarketingSite,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-24T01:00:00,2025-10-24T02:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,386.12,Hrs,14.3021,network-PlatformB-prod-0099,DataPlatform,prod
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-27T03:00:00,2025-10-27T04:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,673.17,Hrs,13.6908,lb-PlatformA-dev-0100,Checkout,dev
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-21T19:00:00,2025-10-21T20:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,269.73,Hrs,10.1529,network-PlatformE-dev-0101,MarketingSite,dev
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-14T01:00:00,2025-10-14T02:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,743.74,LCU-Hrs,5.5572,lb-PlatformB-staging-0102,DataPlatform,staging
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-26T23:00:00,2025-10-27T00:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,542.33,LCU-Hrs,3.794,lb-PlatformB-prod-0103,DataPlatform,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-25T04:00:00,2025-10-25T05:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,694.47,Hrs,157.791,db-PlatformD-dev-0104,InternalTools,dev
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-09T20:00:00,2025-10-09T21:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,159.92,Hrs,36.5956,db-PlatformD-dev-0105,InternalTools,dev
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-17T12:00:00,2025-10-17T13:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,539.09,Hrs,20.3819,network-PlatformC-dev-0106,Search,dev
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-26T01:00:00,2025-10-26T02:00:00,ElasticLoadBalancing,LCUs,HealthCheck,77.46,LCU-Hrs,0.5627,lb-PlatformE-dev-0107,MarketingSite,dev
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-06T12:00:00,2025-10-06T13:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,2013.33,GB,179.0321,network-PlatformB-prod-0108,DataPlatform,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-17T18:00:00,2025-10-17T19:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,637.56,GB-Mo,63.6948,disk-PlatformD-prod-0109,InternalTools,prod
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-07T01:00:00,2025-10-07T02:00:00,AmazonS3,Requests-Tier1,GetObject,1178794,Requests,535.9907,bucket-PlatformE-prod-0110,MarketingSite,prod
